station_id,name,phase,Line,Layout,confidence,position_source,catchment_area_km2,population,population_density,built_volume,built_volume_density,built_surface,built_surface_density,population_2030,population_core400,core_share,intersection_count,intersection_density,street_length_km,street_density,circuity,pnr,network_catchment_km2,poi_education,poi_healthcare,poi_retail,poi_office,poi_government,poi_transport,poi_leisure,poi_total,dist_cbd_km,dist_nearest_centre_km,bus_stops_500m,parking_area_m2,competing_rail_1km,metro_betweenness,metro_degree,metro_closeness,is_interchange,is_terminal,city,poi_total_pctl,poi_education_pctl,poi_healthcare_pctl,poi_retail_pctl,poi_office_pctl,poi_government_pctl,poi_transport_pctl,poi_leisure_pctl,bus_stops_500m_pctl,parking_area_m2_pctl
MAA010,Thirumangalam,phase1,Green Line,Underground,high,osm,2.007391033949412,64030.961112976074,31897.60242527302,8930797.0,4448957.302767879,813528.0,405266.33139306016,67573.27239227295,18477.671920776367,0.2885740210610677,350,174.35566567785133,108.41081752936115,54.005829305748115,1.0053770435036489,0.4144721797714902,0.8333457632559754,4.0,12.0,18.0,10.0,1.0,0.0,5.0,50.0,9.35231250914708,5.962645809307136,5,0.0,0,0.1926324311820495,3.0,7.580454457900318e-05,1,0,chennai,0.7014925373134329,0.4925373134328358,0.6567164179104478,0.7649253731343284,0.8880597014925373,0.8731343283582089,0.15298507462686567,0.7873134328358209,0.7126865671641791,0.35074626865671643
MAA011,Guindy,phase1,Blue Line,Elevated,high,osm,2.007391033949412,48651.25823492929,24236.06433033184,6785694.0,3380354.8413034338,492535.0,245360.76512754432,51342.73582440242,10012.487565040588,0.2058012049080387,197,98.13733182439061,60.201860178930126,29.990101161549408,1.0038792412272846,0.29516240551733275,0.5934592286650522,1.0,2.0,2.0,6.0,0.0,4.0,1.0,16.0,12.333299615204854,0.8633343517274003,11,0.0,1,0.12797825584085126,2.0,7.220586855557623e-05,0,0,chennai,0.291044776119403,0.20522388059701493,0.19402985074626866,0.25,0.7052238805970149,0.40298507462686567,0.9402985074626866,0.29850746268656714,0.9514925373134329,0.35074626865671643
MAA012,Little Mount,phase1,Blue Line,Elevated,high,osm,2.007391033949412,59513.747018516064,29647.311366847454,8300753.0,4135095.185549776,561215.0,279574.3283239867,62848.72563827038,21596.25351333618,0.36287840365045576,255,127.03055642243456,71.20263920016626,35.47023873075675,1.004334110006948,0.23652061036664374,0.47555290364827,6.0,6.0,34.0,23.0,2.0,1.0,3.0,75.0,11.109166117858344,0.9619231821161072,4,0.0,1,0.13040712468193386,2.0,7.32754974266556e-05,0,0,chennai,0.914179104477612,0.6343283582089553,0.4962686567164179,0.9104477611940298,0.9850746268656716,0.9552238805970149,0.43283582089552236,0.5447761194029851,0.6119402985074627,0.35074626865671643
MAA013,Saidapet,phase1,Blue Line,Underground,high,osm,2.007391033949412,54300.62207790837,27050.346026043273,7573646.0,3772880.256966846,682060.0,339774.3580921008,57704.732470247895,14773.105159759521,0.2720614349235937,382,190.2967551112549,99.90888438582085,49.77051441206081,1.0043864222688923,0.3443855892935935,0.6924283118892448,5.0,14.0,16.0,8.0,0.0,3.0,2.0,48.0,10.036668450235256,2.0696487834809725,6,0.0,1,0.1366817025213972,2.0,7.674290915853438e-05,0,0,chennai,0.6529850746268657,0.5708955223880597,0.7126865671641791,0.7388059701492538,0.7985074626865671,0.40298507462686567,0.8694029850746269,0.40298507462686567,0.7835820895522388,0.35074626865671643
MAA014,Nandanam,phase1,Blue Line,Underground,high,osm,2.007391033949412,80174.8519359827,39939.82765691838,11182486.0,5570656.544180724,728072.0,362695.65206115594,84610.27353423834,22266.869514465332,0.2777288510896756,285,141.9753277662504,87.71358745369557,43.69531694137577,1.0037359227014044,0.08119711845210931,0.16325649332595638,16.0,16.0,9.0,7.0,0.0,3.0,8.0,59.0,8.491136074975495,1.3617151012850273,5,2161.586416097459,0,0.2966689798750867,3.0,8.354209941679468e-05,1,0,chennai,0.8432835820895522,0.9664179104477612,0.7835820895522388,0.5746268656716418,0.753731343283582,0.40298507462686567,0.8694029850746269,0.9440298507462687,0.7126865671641791,0.8582089552238806
MAA015,Teynampet,phase1,Blue Line,Underground,high,osm,2.007391033949412,102718.69354248047,51170.246257595405,14326816.0,7137032.973497405,894815.0,445760.1856672187,108401.28207397461,26959.934539794922,0.262463760100739,355,176.84646090182065,89.69943140657348,44.6845830680511,1.005073936145339,0.4476052195793397,0.8999636925048958,8.0,16.0,21.0,8.0,0.0,2.0,0.0,55.0,7.703358585404559,1.455778051712729,8,627.9834279022814,0,0.2689393939393939,2.0,8.32628954502406e-05,0,0,chennai,0.8059701492537313,0.7276119402985075,0.7835820895522388,0.8134328358208955,0.7985074626865671,0.40298507462686567,0.6940298507462687,0.12686567164179105,0.8880597014925373,0.7388059701492538
MAA016,AG – DMS,phase1,Blue Line,Underground,high,osm,2.007391033949412,92481.70201051235,46070.59633446733,12898999.0,6425753.020636968,786299.0,391701.9587623681,97597.9608733654,21563.817947387695,0.2331684806680628,333,165.88696191635572,89.69415080713208,44.68195248967743,1.0051348552865893,0.38024012487749737,0.7645181330657352,10.0,15.0,18.0,18.0,1.0,1.0,3.0,66.0,6.778566916135126,1.61344867130854,5,0.0,0,0.2696911866759195,2.0,8.379565895639049e-05,0,0,chennai,0.8805970149253731,0.8507462686567164,0.753731343283582,0.7649253731343284,0.9701492537313433,0.8731343283582089,0.43283582089552236,0.5447761194029851,0.7126865671641791,0.35074626865671643
MAA017,Vadapalani,phase1,Green Line,Elevated,high,osm,2.007391033949412,85460.5411529541,42572.941548322066,11919714.0,5937913.340456012,991124.0,493737.38511227065,90188.3765411377,23186.890106201172,0.27131691179795053,385,191.79123224563648,98.35746683144438,48.9976617250962,1.0053090538037386,0.5164456967575797,1.0383756844234715,10.0,18.0,8.0,0.0,0.0,2.0,3.0,41.0,9.438189808829117,2.5841826251175806,7,6195.520236864433,0,0.07442748091603053,3.0,7.62076245857298e-05,1,0,chennai,0.585820895522388,0.8507462686567164,0.832089552238806,0.5223880597014925,0.13059701492537312,0.40298507462686567,0.6940298507462687,0.5447761194029851,0.8432835820895522,0.9328358208955224
MAA018,Thousand Lights,phase1,Blue Line,Underground,high,osm,2.007391033949412,86627.3349571228,43154.190435278135,12082454.0,6018983.743405765,746138.0,371695.3933644018,91419.71947860718,26436.40447616577,0.3051739325612496,238,118.56185266093891,71.38581742914108,35.56149062232988,1.0034822503199017,0.23330260645225456,0.46908272287600233,16.0,3.0,25.0,13.0,0.0,2.0,4.0,63.0,4.976688555385116,3.2617003367841657,13,5154.869093680869,0,0.3741614619477215,3.0,8.58528133019697e-05,1,0,chennai,0.8507462686567164,0.9664179104477612,0.2798507462686567,0.8507462686567164,0.9402985074626866,0.40298507462686567,0.6940298507462687,0.6828358208955224,0.9813432835820896,0.9029850746268657
MAA019,Arumbakkam,phase1,Green Line,Elevated,high,osm,2.007391033949412,64799.26414936781,32280.33953199415,9037957.0,4502340.026007989,883522.0,440134.4755743616,68384.07922936976,20881.293029785156,0.3222458357189366,448,223.17525206764972,108.5598488418625,54.08007060202816,1.0052947582626017,0.4063148744400984,0.8169445277345743,4.0,4.0,6.0,1.0,0.0,3.0,14.0,32.0,8.943189470891559,3.271270639010328,4,0.0,0,0.054215822345593336,2.0,7.334202463841147e-05,0,0,chennai,0.5074626865671642,0.4925373134328358,0.3656716417910448,0.47388059701492535,0.35447761194029853,0.40298507462686567,0.8694029850746269,1.0,0.6119402985074627,0.35074626865671643
MAA020,Pachaiyappa's College,phase1,Green Line,Underground,high,osm,2.007391033949412,70036.30714654922,34889.21986901442,9768400.0,4866216.8131643515,748838.0,373040.4227853453,73910.84521436691,15011.360852718353,0.21433684133727177,288,143.46980490063197,81.47473748526545,40.58737740049042,1.005178781828925,0.40366929243331484,0.8116252694965068,10.0,25.0,12.0,2.0,1.0,1.0,2.0,53.0,6.245209426674634,3.734319575548821,0,0.0,0,0.17062803608605134,2.0,7.661190105606359e-05,0,0,chennai,0.75,0.8507462686567164,0.914179104477612,0.6455223880597015,0.5,0.8731343283582089,0.43283582089552236,0.40298507462686567,0.09328358208955224,0.35074626865671643
MAA021,Kilpauk,phase1,Green Line,Underground,high,osm,2.007391033949412,81840.02479171753,40769.34857614791,11414738.0,5686354.978652188,771611.0,384384.9987124359,86367.56618499756,17436.34758758545,0.2130540359923017,309,153.93114484130305,84.5620803390589,42.12536516748731,1.0048795849990846,0.3424861697559818,0.6886093023113594,8.0,29.0,9.0,1.0,0.0,2.0,3.0,52.0,5.169633229368773,4.072125788222308,1,1102.681229981192,1,0.19234328012953966,3.0,7.796009828401456e-05,1,0,chennai,0.7350746268656716,0.7276119402985075,0.9738805970149254,0.5746268656716418,0.35447761194029853,0.40298507462686567,0.6940298507462687,0.5447761194029851,0.2537313432835821,0.7761194029850746
MAA022,Nehru Park,phase1,Green Line,Underground,high,osm,2.007391033949412,77290.18137264252,38502.802924539865,10780143.0,5370225.739621227,781571.0,389346.66279858275,81566.01710224152,22176.31649017334,0.28692281602049424,277,137.9900554078995,78.49694481724552,39.103963049395446,1.005198400741854,0.42343385456099636,0.8513642795328225,7.0,35.0,1.0,0.0,0.0,1.0,6.0,50.0,4.329896473766151,4.463244100467671,2,0.0,0,0.01494910941475827,2.0,7.316146977742272e-05,0,0,chennai,0.7014925373134329,0.667910447761194,1.0,0.16791044776119404,0.13059701492537312,0.40298507462686567,0.43283582089552236,0.8619402985074627,0.3880597014925373,0.35074626865671643
MAA023,Shenoy Nagar,phase1,Green Line,Underground,high,osm,2.007391033949412,67172.38536152244,33462.53132822115,9368951.0,4667227.680880489,795013.0,396042.9166787018,70888.48591165245,16083.106267929077,0.23943032812322565,478,238.12002341146555,109.12686898508139,54.36253681495296,1.0053088543106623,0.3616969619852952,0.7272348919032001,8.0,16.0,12.0,6.0,0.0,0.0,7.0,49.0,6.947420918134763,4.211475788429419,1,1864.3530607356288,0,0.16889312977099236,2.0,7.603312311033698e-05,0,0,chennai,0.6716417910447762,0.7276119402985075,0.7835820895522388,0.6455223880597015,0.7052238805970149,0.40298507462686567,0.15298507462686567,0.9067164179104478,0.2537313432835821,0.8208955223880597
MAA024,Anna Nagar East,phase1,Green Line,Underground,high,osm,2.007391033949412,64516.57073020935,32139.51324833666,8998528.0,4482698.113030813,795611.0,396340.81578748854,68085.74695014954,18240.64942932129,0.2827281305077217,337,167.87959809553115,107.06675809350864,53.336273941037646,1.0053478896003172,0.46182420385082773,0.9285526566833379,7.0,15.0,22.0,6.0,0.0,0.0,6.0,56.0,7.449331469105496,4.995405525298259,8,761.7152121611927,0,0.1672738838769373,2.0,7.547342470493379e-05,0,0,chennai,0.832089552238806,0.667910447761194,0.753731343283582,0.8246268656716418,0.7052238805970149,0.40298507462686567,0.15298507462686567,0.8619402985074627,0.8880597014925373,0.753731343283582
MAA025,LIC,phase1,Blue Line,Underground,high,osm,2.007391033949412,89377.32365036011,44524.12217589515,12466012.0,6210056.630308809,797625.0,397344.10810370336,94321.84217834473,24090.384693145752,0.26953575816821507,418,208.2304807238339,93.8400046875844,46.74724709861848,1.0041188997513446,0.37108012186017525,0.7461008542266444,5.0,5.0,15.0,8.0,0.0,1.0,3.0,37.0,3.997640441995471,4.260869473337928,14,0.0,0,0.1755436039787185,2.0,8.03493398191771e-05,0,0,chennai,0.5447761194029851,0.5708955223880597,0.44029850746268656,0.7126865671641791,0.7985074626865671,0.40298507462686567,0.43283582089552236,0.5447761194029851,0.9925373134328358,0.35074626865671643
MAA026,Government Estate,phase1,Blue Line,Underground,high,osm,2.007391033949412,74210.36616053432,36968.565120334446,10350582.0,5156236.042180532,743352.0,370307.52226560615,78315.82104640454,24977.87633037567,0.33658203863787306,345,171.86487045388205,85.59578470388965,42.640314346470646,1.0044399236192763,0.34389002118544587,0.6914319130873825,13.0,12.0,28.0,7.0,0.0,2.0,3.0,65.0,3.083622702716256,5.23361739550719,5,8890.23689458608,1,0.16342817487855657,2.0,7.556154263661478e-05,0,0,chennai,0.8694029850746269,0.9291044776119403,0.6567164179104478,0.8656716417910447,0.753731343283582,0.40298507462686567,0.6940298507462687,0.5447761194029851,0.7126865671641791,0.9626865671641791
MAA027,Egmore,phase1,Green Line,Underground,high,osm,2.007391033949412,68718.74935388565,34232.866537560425,9584632.0,4774671.121820673,686553.0,342012.5866803597,72520.39771747589,21510.28907394409,0.3130192163883991,306,152.43666770692147,74.26241160504459,36.99449202925755,1.005118433198572,0.33670513024464716,0.6769858327056499,8.0,19.0,5.0,4.0,1.0,3.0,3.0,43.0,3.0279764234680657,5.294873463725859,4,5157.718469546226,1,0.0,1.0,6.652460291471074e-05,0,1,chennai,0.6119402985074627,0.7276119402985075,0.8507462686567164,0.44029850746268656,0.6455223880597015,0.8731343283582089,0.8694029850746269,0.5447761194029851,0.6119402985074627,0.9104477611940298
MAA028,Puratchi Thalaivar Dr. M.G. Ramachandran Central,phase1,Blue Line,Underground,high,osm,2.007391033949412,64304.362790584564,32033.799943835504,8968930.0,4467953.601623003,683365.0,340424.4556455568,67861.798869133,17120.33669281006,0.2662391158211868,346,172.3630294986759,88.89419597591973,44.283447755082456,1.0052339587606451,0.303879790406182,0.6109865709532593,11.0,10.0,23.0,5.0,1.0,7.0,7.0,64.0,1.972504533833605,6.182829559808291,9,2455.7010392960424,5,0.15108142493638677,2.0,6.972891859969199e-05,0,0,chennai,0.8582089552238806,0.8955223880597015,0.6119402985074627,0.835820895522388,0.6753731343283582,0.8731343283582089,0.9850746268656716,0.9067164179104478,0.914179104477612,0.8656716417910447
MAA029,High Court,phase1,Blue Line,Underground,high,osm,2.007391033949412,75007.34068369865,37365.58518751903,10461741.0,5211610.903440772,741774.0,369521.42729292146,79156.88544559479,23154.870502471924,0.30870139230924865,301,149.94587248295215,92.36725963777984,46.013585831382954,1.0051527951024795,0.4211186815930019,0.8467093480844762,11.0,4.0,665.0,17.0,1.0,2.0,2.0,702.0,0.7580063408143177,7.472852543291363,7,25865.0791177633,2,0.1385033541522091,2.0,6.462305036535018e-05,0,0,chennai,0.9925373134328358,0.8955223880597015,0.3656716417910448,0.9925373134328358,0.9626865671641791,0.8731343283582089,0.6940298507462687,0.40298507462686567,0.8432835820895522,0.9925373134328358
MAA030,Mannadi,phase1,Blue Line,Underground,high,osm,2.007391033949412,91723.73756408691,45693.00948984832,12793281.0,6373088.642739451,999419.0,497869.61438883573,96798.06452941895,20718.43374633789,0.22587864708262706,445,221.68077493326814,114.5336894482101,57.05599333223706,1.0049210812617169,0.5189343278786899,1.0433793741819193,29.0,22.0,851.0,24.0,2.0,1.0,3.0,932.0,0.23712489056726133,8.19434002702627,5,18887.756083826214,1,0.1256939625260236,2.0,6.151599955670812e-05,0,0,chennai,1.0,1.0,0.8917910447761194,1.0,0.9925373134328358,0.9552238805970149,0.43283582089552236,0.5447761194029851,0.7126865671641791,0.9850746268656716
MAA031,Washermanpet,phase1,Blue Line,Underground,high,osm,2.007391033949412,53560.797160714865,26681.79555197946,7470458.0,3721476.221452657,676609.0,337058.8931389295,56523.87950491905,10725.533805698156,0.2002497045276427,461,229.6513196499699,104.26432683745065,51.940217463419344,1.0047202742338552,0.09993597647895126,0.20093320290278122,7.0,10.0,59.0,2.0,0.0,4.0,7.0,89.0,1.7137584870639295,8.903080551362127,2,8131.889987727644,1,0.11265325005783021,2.0,5.698949483329225e-05,0,0,chennai,0.9626865671641791,0.667910447761194,0.6119402985074627,0.9701492537313433,0.5,0.40298507462686567,0.9402985074626866,0.9067164179104478,0.3880597014925373,0.9477611940298507
MAA032,Sir Theagaraya College,phase1,Blue Line,Underground,high,osm,2.007391033949412,61039.65581512451,30407.45663540847,8513581.0,4241117.378735164,920110.0,458361.1187052794,64416.482482910156,14920.814884185791,0.24444461039193288,472,235.1310691427024,106.0500636323075,52.82979839939848,1.004609602228909,0.5779175179616761,1.1619721144379194,6.0,17.0,6.0,1.0,0.0,2.0,2.0,34.0,2.4560604634128076,9.857113377693214,0,0.0,2,0.09938121674762897,2.0,5.43368035736342e-05,0,0,chennai,0.5298507462686567,0.6343283582089553,0.8097014925373134,0.47388059701492535,0.35447761194029853,0.40298507462686567,0.6940298507462687,0.40298507462686567,0.09328358208955224,0.35074626865671643
MAA033,Tondiarpet,phase1,Blue Line,Underground,high,osm,2.007391033949412,62020.34671783447,30895.996678740492,8652877.0,4310508.94103877,865608.0,431210.45444592444,65420.47171974182,15561.189346313477,0.2509045848632563,388,193.28570938001806,96.60663798281159,48.12547049826375,1.0048731457492819,0.44261902900517935,0.8899383615115002,2.0,17.0,2.0,0.0,0.0,1.0,2.0,24.0,3.4130379644212048,10.912294072421368,0,0.0,1,0.08587786259541985,2.0,5.163604641089272e-05,0,0,chennai,0.40298507462686567,0.332089552238806,0.8097014925373134,0.25,0.13059701492537312,0.40298507462686567,0.43283582089552236,0.40298507462686567,0.09328358208955224,0.35074626865671643
MAA034,New Washermanpet,phase1,Blue Line,Elevated,high,osm,2.007391033949412,46366.960775345564,23098.120889840568,6486177.0,3231147.738683911,682604.0,340045.35661246866,48696.93221461028,16179.769470214844,0.3489503991561599,312,155.42562197568463,89.95019978486602,44.809505603845814,1.004669319541581,0.37472243493930646,0.7534241591939868,1.0,4.0,2.0,0.0,0.0,1.0,4.0,12.0,4.555091081970814,12.085785029961551,0,0.0,1,0.07214318760120286,2.0,4.887627550312188e-05,0,0,chennai,0.23134328358208955,0.20522388059701493,0.3656716417910448,0.25,0.13059701492537312,0.40298507462686567,0.43283582089552236,0.6828358208955224,0.09328358208955224,0.35074626865671643
MAA035,Tollgate,phase1,Blue Line,Elevated,high,osm,2.007391033949412,34703.520378023386,17287.87256250042,4866041.0,2424062.336487764,577222.0,287548.36015400203,36306.49643378705,12162.052433013916,0.35045587019799146,310,154.4293038860969,81.18070387628231,40.44090189870208,1.004656990222037,0.4107229982920426,0.8258075866205787,3.0,4.0,1.0,1.0,0.0,1.0,2.0,12.0,5.552227623809412,13.0865666441822,0,0.0,1,0.05817719176497802,2.0,4.6709046318222305e-05,0,0,chennai,0.23134328358208955,0.417910447761194,0.3656716417910448,0.16791044776119404,0.35447761194029853,0.40298507462686567,0.43283582089552236,0.40298507462686567,0.09328358208955224,0.35074626865671643
MAA036,Kaladipet,phase1,Blue Line,Elevated,high,osm,2.007391033949412,43140.06767130457,21490.614903479607,6049338.0,3013532.4397152057,685916.0,341695.25936882594,45128.47861272469,15394.638275146484,0.3568524368677919,315,156.92009911006622,85.34379340306805,42.514782600756995,1.0046982819803887,0.445890771773367,0.8965165906602834,3.0,15.0,1.0,2.0,0.0,1.0,0.0,22.0,6.433021460662438,13.972214499816518,1,0.0,1,0.043979875086745314,2.0,4.4926855735928105e-05,0,0,chennai,0.376865671641791,0.417910447761194,0.753731343283582,0.16791044776119404,0.5,0.40298507462686567,0.43283582089552236,0.12686567164179105,0.2537313432835821,0.35074626865671643
MAA037,Tiruvottriyur Theradi,phase1,Blue Line,Elevated,high,osm,2.007391033949412,45511.51930982806,22671.974986501304,6381876.0,3179189.252152866,741815.0,369541.85181375797,47609.23476521671,14433.957122802734,0.3171495336057869,321,159.90905337882938,92.04162310079859,45.85136704517039,1.0048128275399724,0.5154263707212269,1.0363262078235236,5.0,8.0,0.0,1.0,0.0,2.0,0.0,16.0,7.534940125325051,15.05224345480877,2,0.0,1,0.029551237566504743,2.0,4.2875843006129515e-05,0,0,chennai,0.291044776119403,0.5708955223880597,0.5447761194029851,0.06343283582089553,0.35447761194029853,0.40298507462686567,0.6940298507462687,0.12686567164179105,0.3880597014925373,0.35074626865671643
MAA038,Tiruvottriyur,phase1,Blue Line,Elevated,high,osm,2.007391033949412,33284.769433930516,16581.108947390727,5164953.0,2572968.052885187,624582.0,311141.1725154393,34650.513521227986,10655.093647003174,0.3201191965037728,237,118.06369361614506,74.69864919639608,37.21180773106838,1.0048987578002033,0.31344306186859056,0.6302146691104353,1.0,4.0,0.0,0.0,0.0,3.0,2.0,10.0,8.852287300819476,16.32199271141223,2,0.0,1,0.014891279204256303,2.0,4.063272796976037e-05,0,0,chennai,0.15298507462686567,0.20522388059701493,0.3656716417910448,0.06343283582089553,0.13059701492537312,0.40298507462686567,0.8694029850746269,0.40298507462686567,0.3880597014925373,0.35074626865671643
